,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
0,CREW,TEAM,200,152,N,True
1,PIGMENT,COLOR,200,193,N,True
2,INVENT,INNOVATION,200,195,N,False
3,LEVER,MECHANISM,200,71,N,True
4,RELIABLE,TRUSTWORTHY,200,168,N,True
5,FACTORY,PRODUCTION,200,162,N,True
6,DENT,DAMAGE,200,198,N,True
7,NEIGHBOR,COMMUNITY,200,200,N,True
8,IMAGINATION,CREATIVITY,200,198,N,True
9,LIVING,LIFE,200,154,N,True
10,SEASON,TIME,200,81,N,True
11,SHOWER,CLEANLINESS,200,73,N,True
12,PRIM,FORMAL,200,63,N,True
13,RURAL,COUNTRYSIDE,200,198,N,False
14,CHEDDAR,CHEESE,200,199,N,True
15,DECORATION,ORNAMENT,200,132,N,True
16,FENCE,BOUNDARY,200,167,N,True
17,CORPORAL,MILITARY,200,18,N,True
18,BRIEF,SHORT,200,42,AJ,True
19,ANXIETY,STRESS,200,18,N,True
20,ASSUME,PRESUME,200,190,N,True
21,DISCOURAGE,DETER,200,156,N,True
22,ROPE,CORD,200,91,N,True
23,HAUNT,GHOST,200,139,N,True
24,SECURE,SAFE,200,197,N,True
25,SURFACE,EXTERIOR,200,171,N,True
26,RADIO,BROADCAST,200,167,N,True
27,PUKE,VOMIT,200,200,N,True
28,EDGE,BORDER,200,89,N,True
29,CALIFORNIA,STATE,200,28,N,True
30,SAVE,PRESERVE,200,188,N,True
31,CATERPILLAR,LARVA,200,75,N,True
32,FLUSH,ELIMINATE,200,12,N,True
33,BASIC,FUNDAMENTAL,200,191,N,True
34,GOODBYE,FAREWELL,200,200,N,True
35,STRANGE,UNUSUAL,200,160,N,True
36,STRAP,FASTEN,200,162,N,True
37,CONSIDER,PONDER,200,169,N,True
38,ROOF,TOP,200,75,N,True
39,DANGEROUS,HAZARDOUS,200,184,N,True
40,IMPORTANT,SIGNIFICANT,200,97,N,True
41,BULLY,INTIMIDATE,200,199,N,True
42,LIGHT,ILLUMINATION,200,37,N,True
43,KING,MONARCH,200,79,N,True
44,ANGLE,PERSPECTIVE,200,167,N,True
45,POPCORN,SNACK,198,198,N,True
46,FIN,APPENDAGE,200,36,N,True
47,SUICIDE,SELF,200,65,N,True
48,PENCIL,WRITING TOOL,200,20,N,False
49,BUTTER,SPREAD,200,184,N,True
50,FISHING,ANGLING,200,148,N,True
51,DIRECT,GUIDE,200,149,N,True
52,INSURANCE,COVERAGE,200,89,N,True
53,SOUTHERN,SOUTHERN REGION,200,2,N,False
54,DECISION,CHOICE,200,200,N,True
55,ATTACK,ASSAULT,200,174,N,True
56,CLERK,EMPLOYEE,200,42,N,True
57,ACTIVITY,ACTION,200,107,N,True
58,POLICE,LAW ENFORCEMENT,200,106,N,False
59,BOND,CONNECTION,200,196,N,True
60,FRIGHTENED,TERRIFIED,200,36,N,True
61,FREEZE,SOLIDIFY,200,152,N,True
62,BAPTIST,DENOMINATION,200,32,N,True
63,ENTERTAINMENT,AMUSEMENT,200,196,N,True
64,CAUTION,WARNING,200,129,N,True
65,FEMALE,WOMAN,200,199,N,True
66,FLEA,PARASITE,200,147,N,True
67,GRADUATE,GRADUATION,200,1,N,True
68,SHUT,CLOSE,200,197,N,True
69,STOP,HALT,200,161,N,True
70,FREQUENT,REGULAR,200,187,N,True
71,CIGAR,SMOKE,200,161,N,True
72,BURIAL,INTERMENT,200,159,N,True
73,MEND,REPAIR,200,197,N,True
74,SEPARATE,DIVIDE,200,200,N,True
75,STARS,CELESTIAL BODIES,200,30,N,False
76,EYEBALL,EYE,200,52,N,True
77,STRICT,STRINGENT,200,32,N,True
78,CUSS,CURSE,200,47,N,True
79,ALARM,ALERT,200,191,N,True
80,BRAKE,STOP,200,175,N,True
81,ABILITY,SKILL,200,102,N,True
82,BLUFF,DECEIVE,200,152,N,True
83,OUTCOME,RESULT,200,200,N,True
84,MINK,FUR,200,197,N,True
85,FORBIDDEN,PROHIBITED,200,195,N,True
86,ASTEROID,CELESTIAL OBJECT,200,26,N,False
87,JOY,HAPPINESS,200,197,N,True
88,ACQUIRE,OBTAIN,200,200,N,True
89,ECONOMY,FINANCIAL SYSTEM,200,43,N,False
90,FLOAT,DRIFT,200,185,N,True
91,PLAYING,RECREATION,200,138,N,True
92,BOIL,COOK,200,76,N,True
93,DOMAIN,TERRITORY,200,190,N,True
94,INCLINE,SLOPE,200,113,N,True
95,ANXIOUS,WORRIED,200,170,N,True
96,BRANDY,LIQUOR,200,102,N,True
97,RECIPE,COOKING INSTRUCTIONS,200,37,N,False
98,SUN,STAR,200,82,N,True
99,FRIENDSHIP,COMPANIONSHIP,200,163,N,True
100,LEVER,POWER,200,65,N,True
101,SHOWER,CLEANSE,200,31,N,True
102,PRIM,PROPER,200,83,N,True
103,CORPORAL,PHYSICAL,200,164,N,True
104,ANXIETY,WORRY,200,163,N,True
105,DISCOURAGE,DEMORALIZE,200,9,N,True
106,ROPE,TIE,200,32,N,True
107,HAUNT,GHOSTLY,200,29,N,False
108,CALIFORNIA,SUNSHINE,200,156,N,True
109,CATERPILLAR,METAMORPHOSIS,200,49,N,True
110,FLUSH,CLEANSE,200,130,N,True
111,ROOF,OVERHEAD,200,76,N,True
112,IMPORTANT,CRUCIAL,200,47,N,True
113,LIGHT,ILLUMINATE,200,159,N,True
114,KING,RULER,200,85,N,True
115,ANGLE,CORNER,200,11,N,True
116,FIN,SWIMMER,200,3,N,True
117,SUICIDE,TRAGIC,200,22,N,False
118,PENCIL,WRITING,200,124,N,True
119,SOUTHERN,SOUTHERN,200,46,N,True
120,CLERK,ATTENDANT,200,101,N,True
121,FRIGHTENED,SCARED,200,156,N,True
122,BAPTIST,RELIGION,200,76,N,True
123,GRADUATE,DEGREE,200,64,N,True
124,STOP,CEASE,200,39,N,True
125,BURIAL,FUNERAL,200,38,N,True
126,STARS,CELESTIAL,200,169,N,False
127,EYEBALL,VISION,200,97,N,True
128,STRICT,RIGOROUS,200,150,N,True
129,CUSS,SWEAR,200,153,N,True
130,ASTEROID,METEOR,200,7,N,True
131,ECONOMY,FINANCIAL,200,75,N,False
132,PLAYING,FUN,200,47,N,True
133,BOIL,HEAT,200,114,N,True
134,RECIPE,COOKING,200,93,N,True
135,SUN,SHINE,200,18,N,True
136,PRIM,REFINED,200,10,N,True
137,DECORATION,ORNAMENTATION,200,31,N,True
138,FENCE,BARRIER,200,28,N,True
139,BRIEF,CONCISE,200,156,N,False
140,FLUSH,EMPTY,200,3,N,True
141,STRANGE,PECULIAR,200,21,N,True
142,FIN,FINALE,200,22,N,True
143,SOUTHERN,SOUTH,200,25,N,True
144,GRADUATE,DIPLOMA,200,13,N,True
145,EYEBALL,ORB,200,2,N,True
146,STRICT,RIGID,200,12,N,True
147,ABILITY,CAPABILITY,200,93,N,True
148,ASTEROID,SPACE,200,96,N,True
149,RECIPE,FORMULA,200,37,N,True
150,SEASON,CHANGE,200,114,N,True
151,ROPE,TETHER,200,19,N,True
152,EDGE,BOUNDARY,200,108,N,True
153,CATERPILLAR,TRANSFORMATION,200,64,N,True
154,ROOF,SHELTER,200,40,N,True
155,FIN,SWIM,200,44,N,True
156,SUICIDE,TRAGEDY,200,98,N,True
157,PENCIL,WRITE,200,42,V,True
158,FISHING,CATCH,200,35,N,True
159,DIRECT,LEAD,200,51,N,True
160,INSURANCE,PROTECTION,200,110,N,True
161,SOUTHERN,WARM,200,47,AJ,True
162,ATTACK,STRIKE,200,14,N,True
163,CLERK,ASSISTANT,200,30,N,True
164,ACTIVITY,ENGAGE,200,11,N,False
165,POLICE,LAW,200,39,N,True
166,FREEZE,FROST,200,1,N,True
167,BAPTIST,BAPTIZE,200,5,N,False
168,ENTERTAINMENT,AMUSE,200,4,N,False
169,CAUTION,ALERT,200,23,N,True
170,FREQUENT,REGULARLY,200,3,N,False
171,INCLINE,TILT,200,14,N,True
172,ANXIOUS,NERVOUS,200,27,N,True
173,RECIPE,COOK,200,9,N,True
174,FRIENDSHIP,BOND,200,14,N,True
175,SHOWER,CLEANSING,200,6,N,True
176,CORPORAL,SOLDIER,200,4,N,True
177,ROPE,PULL,200,2,N,True
178,SAVE,PROTECT,200,3,N,True
179,ANGLE,SLOPE,200,15,N,True
180,SUICIDE,DESPAIR,200,6,N,True
181,ACTIVITY,ENGAGEMENT,200,76,N,True
182,BAPTIST,BAPTISM,200,15,N,True
183,GRADUATE,ACCOMPLISH,200,26,N,True
184,CIGAR,SMOKING,200,3,N,True
185,BRAKE,HALT,200,5,N,True
186,BLUFF,DECEPTION,200,48,N,True
187,ASTEROID,CELESTIAL,200,37,N,True
188,INCLINE,LEAN,200,69,N,True
189,BRANDY,ALCOHOL,200,56,N,True
190,SUN,SUNSHINE,200,59,N,True
191,FLUSH,DRAIN,200,20,N,True
192,BASIC,FUNDAMENTALS,200,3,N,True
193,SOUTHERN,REGION,200,21,N,False
194,GRADUATE,COMPLETE,200,29,AJ,True
195,ASTEROID,CELESTIAL BODY,200,22,N,False
196,ANXIETY,FEAR,200,11,N,True
197,DISCOURAGE,DEMOTIVATE,200,31,N,False
198,ROPE,LASSO,200,11,N,True
199,DANGEROUS,RISKY,200,15,AJ,True
200,GRADUATE,COMPLETION,200,21,N,True
201,FRIENDSHIP,CAMARADERIE,200,4,N,True
202,CREW,COLLABORATION,200,23,N,True
203,PRIM,FORMALITY,200,10,N,False
204,DECORATION,BEAUTY,200,8,N,True
205,ROPE,TENSION,200,3,N,True
206,EDGE,BRINK,200,1,N,True
207,KING,ROYALTY,200,28,N,True
208,FIN,END,200,45,N,True
209,BUTTER,PEANUTTY,200,1,N,False
210,FISHING,RELAXATION,200,3,N,True
211,SOUTHERN,WARMTH,200,32,N,False
212,CLERK,SERVICE,200,13,N,True
213,BAPTIST,FAITH,200,14,N,True
214,FEMALE,WOMANLY,200,1,N,True
215,GRADUATE,ACCOMPLISHMENT,200,26,N,True
216,BURIAL,FINALITY,200,1,N,True
217,ABILITY,CAPACITY,200,5,N,True
218,FORBIDDEN,TABOO,200,3,N,True
219,ECONOMY,FINANCES,200,53,N,True
220,BRANDY,SPIRIT,200,25,N,True
221,SUN,WARMTH,200,2,N,True
222,LEVER,MECHANICAL,200,31,N,False
223,DISCOURAGE,DEFLATE,200,2,N,True
224,FISHING,ANGLER,200,5,N,True
225,ATTACK,ASSAIL,200,5,N,True
226,CAUTION,CAREFUL,200,10,N,False
227,CIGAR,TOBACCO,200,31,N,True
228,ECONOMY,FINANCE,200,27,N,True
229,BRANDY,DRINK,200,9,N,True
230,PIGMENT,COLORFUL,200,6,N,False
231,LIVING,VIBRANT,200,1,N,True
232,SHOWER,REFRESHING,200,19,N,True
233,HAUNT,UNSETTLING,200,1,N,True
234,FIN,FINS,200,2,N,True
235,BUTTER,NUTTY,200,8,N,False
236,POLICE,ENFORCEMENT,200,31,N,True
237,BRANDY,DISTILLED,200,1,N,False
238,LIVING,EXISTENCE,200,43,N,True
239,FLUSH,CLEAN,200,11,N,True
240,STRAP,SECURE,200,26,N,True
241,IMPORTANT,ESSENTIAL,200,28,N,True
242,CLERK,TRANSACTION,200,1,N,True
243,FLEA,PEST,200,24,N,True
244,FREQUENT,OFTEN,200,9,ADV,False
245,SUN,LIGHT,200,19,N,True
246,FRIENDSHIP,CONNECTION,200,5,N,True
247,BASIC,SIMPLE,200,6,N,True
248,POLICE,ENFORCE,200,11,N,True
249,FREEZE,IMMOBILIZE,200,15,N,True
250,BAPTIST,RELIGIOUS,200,48,N,True
251,FACTORY,MANUFACTURING,200,34,N,True
252,FREEZE,CHILL,200,18,N,True
253,SEASON,WEATHER,200,3,N,True
254,FIN,FISH,200,24,N,True
255,CIGAR,CIGARETTE,200,3,N,True
256,SUN,SOLAR,200,4,N,False
257,SHOWER,REFRESH,200,13,N,True
258,HAUNT,PERSIST,200,8,N,True
259,FREEZE,HALT,200,2,N,True
260,RELIABLE,TRUSTWORTHINESS,200,7,N,False
261,DECORATION,BEAUTIFICATION,200,2,N,True
262,ROPE,KNOT,200,9,N,True
263,CALIFORNIA,WEST,200,3,N,True
264,LEVER,MECHANICAL ADVANTAGE,200,20,N,False
265,ANXIETY,UNEASE,200,2,N,True
266,IMPORTANT,SIGNIFICANCE,200,12,N,False
267,FIN,PADDLE,200,1,N,True
268,FRIGHTENED,FEARFUL,200,5,N,True
269,EYEBALL,VISUAL,200,3,N,False
270,SUN,SUNLIGHT,200,4,N,True
271,ROPE,LINE,200,2,N,True
272,HAUNT,DWELL,200,1,N,True
273,RADIO,TRANSMIT,200,2,N,True
274,CATERPILLAR,TRANSFORM,200,6,N,False
275,STRANGE,ODD,200,11,N,True
276,CONSIDER,CONTEMPLATE,200,30,N,True
277,SUICIDE,DESPERATION,200,8,N,True
278,STRICT,FIRM,200,4,N,True
279,FORBIDDEN,FORBIDDEN,200,1,N,True
280,CREW,TEAMWORK,200,16,N,True
281,SHOWER,REFRESHMENT,200,2,N,True
282,CORPORAL,BODY,200,5,N,True
283,ASSUME,PRESUMPTION,200,2,N,False
284,RADIO,BROADCASTING,200,25,N,True
285,STRANGE,UNFAMILIAR,200,6,N,True
286,CAUTION,ALERTNESS,200,23,N,True
287,BURIAL,REST,200,1,N,True
288,BRAKE,SLOW,200,6,V,True
289,INVENT,CREATIVITY,200,3,N,False
290,DECORATION,ADORNMENT,200,13,N,True
291,FIN,MONEY,200,1,N,True
292,BAPTIST,RELIGIOUS DENOMINATION,200,6,N,False
293,EYEBALL,GAZE,200,11,N,True
294,BRANDY,ALCOHOLIC BEVERAGE,200,3,N,False
295,RECIPE,INSTRUCTIONS,200,9,N,True
296,CALIFORNIA,GOLDEN STATE,200,5,N,False
297,FLUSH,IRRIGATE,200,1,N,True
298,FISHING,RECREATION,200,7,N,True
299,GRADUATE,ACHIEVE,200,4,N,True
300,EYEBALL,VISUAL ORGAN,200,9,N,False
301,BRAKE,STOPPER,200,11,N,True
302,SHOWER,CLEAN,200,31,N,True
303,FLUSH,RINSE,200,8,N,True
304,SOUTHERN,SOUTHERNMOST,200,23,N,True
305,CLERK,SALESPERSON,200,8,N,True
306,ASTEROID,SPACE ROCK,200,11,N,False
307,FRIENDSHIP,BONDING,200,5,N,True
308,ASSUME,SUPPOSE,200,5,N,True
309,ANGLE,POSITION,200,3,N,True
310,PENCIL,WRITING UTENSIL,200,3,N,False
311,DOMAIN,AREA,200,10,N,True
312,ANXIOUS,UNEASY,200,1,N,True
313,FIN,AQUATIC,200,5,N,True
314,FLEA,INSECT,200,27,N,True
315,MEND,FIX,200,3,N,True
316,RECIPE,INSTRUCTION,200,2,N,True
317,PRIM,PRIMNESS,200,10,N,False
318,ANXIETY,ANXIETY,200,1,N,True
319,IMPORTANT,VITAL,200,13,N,True
320,EYEBALL,VIEW,200,1,N,True
321,RECIPE,METHOD,200,5,N,True
322,RELIABLE,DEPENDABLE,200,12,N,True
323,RELIABLE,TRUST,200,12,N,False
324,ATTACK,ACCOST,200,1,N,True
325,EYEBALL,SIGHT,200,7,N,True
326,FRIENDSHIP,RELATIONSHIP,200,7,N,True
327,HAUNT,HAUNTED,200,1,N,True
328,PENCIL,WRITING INSTRUMENT,200,8,N,False
329,GRADUATE,DEGREE HOLDER,200,6,N,False
330,BRAKE,SLOW DOWN,200,3,N,False
331,FORBIDDEN,BANNED,200,1,N,True
332,FLOAT,BUOYANT,200,7,N,False
333,CALIFORNIA,GOLDEN,200,5,N,False
334,FIN,EXTREMITY,200,7,N,True
335,CREW,UNITY,200,6,N,True
336,ACTIVITY,ENERGETIC,200,1,N,False
337,POLICE,AUTHORITY,200,4,N,True
338,FREEZE,PARALYZE,200,3,N,True
339,FLEA,NUISANCE,200,1,N,True
340,ALARM,WARNING,200,8,N,True
341,INCLINE,TENDENCY,200,2,N,True
342,ROPE,CONNECTION,200,3,N,True
343,STRAP,BIND,200,1,N,True
344,ATTACK,AMBUSH,200,1,N,True
345,SHOWER,WATER,200,22,N,True
346,FRIGHTENED,AFRAID,200,3,N,True
347,GRADUATE,COMPLETER,200,1,N,True
348,BOIL,SIMMER,200,7,N,True
349,BRANDY,DISTILLED SPIRIT,200,1,N,False
350,PRIM,ELEGANCE,200,1,N,False
351,DECORATION,AESTHETICS,200,8,N,True
352,RADIO,COMMUNICATION,200,4,N,True
353,BUTTER,DELICIOUS,200,1,N,True
354,POLICE,PROTECT,200,3,N,True
355,RECIPE,CUISINE,200,1,N,True
356,ANXIETY,WORRIES,200,4,N,True
357,HAUNT,TORMENT,200,4,N,True
358,JOY,DELIGHT,200,3,N,True
359,PLAYING,ENTERTAINMENT,200,4,N,True
360,PRIM,CLASSY,200,1,N,True
361,FLOAT,BUOYANCY,200,2,N,True
362,PRIM,PRISTINE,200,1,N,True
363,FENCE,BOUNDARIES,200,4,N,True
364,ROPE,FLEXIBLE,200,1,N,False
365,CLERK,OFFICE,200,2,N,True
366,FLUSH,RID,200,4,V,True
367,LEVER,FORCE,200,2,N,True
368,EYEBALL,VISUALIZE,200,4,N,True
369,ROPE,CONNECT,200,1,N,True
370,SURFACE,TOP,200,20,N,True
371,FREEZE,COLD,200,1,N,True
372,STRICT,STRICTNESS,200,1,N,False
373,ROPE,CONTROL,200,1,N,True
374,ANXIOUS,WORRY,200,2,N,False
375,SUN,RADIANCE,200,4,N,True
376,STRAP,BAND,200,7,N,True
377,LIVING,ALIVE,200,1,N,True
378,ALARM,WARNING SIGNAL,200,1,N,False
379,PLAYING,ENGAGING,200,2,N,True
380,BOIL,BUBBLE,200,1,N,True
381,LEVER,EFFORT,200,1,N,True
382,BAPTIST,BAPTIST,200,1,N,True
383,CORPORAL,RANK,200,3,N,True
384,HAUNT,UNNERVE,200,1,N,True
385,KING,AUTHORITY,200,1,N,True
386,ATTACK,AGGRESSION,200,4,N,True
387,POLICE,SECURITY,200,2,N,True
388,FIN,TAIL,200,3,N,True
389,SOUTHERN,REGIONAL,200,3,N,True
390,EYEBALL,SIGHT ORGAN,200,1,N,False
391,CREW,CAMARADERIE,200,1,N,True
392,RELIABLE,DEPENDABILITY,200,1,N,False
393,FREEZE,STAGNATE,200,3,N,True
394,SUN,BRIGHTNESS,200,1,N,True
395,ROPE,STRING,200,4,N,True
396,HAUNT,PERSISTENT,200,1,N,False
397,KING,MAJESTY,200,3,N,True
398,SUN,BRIGHT,200,1,N,False
399,SAVE,RESCUE,200,8,N,True
400,FLUSH,TOILE,200,1,N,False
401,PRIM,ELEGANT,200,7,N,True
402,DECORATION,ADORN,200,1,N,False
403,HAUNT,LINGER,200,9,N,True
404,FLUSH,RENEW,200,1,N,True
405,FREEZE,STAGNANT,200,1,N,False
406,DECORATION,BEAUTIFY,200,3,N,False
407,CLERK,ADMINISTRATIVE,200,1,AJ,False
408,FREEZE,FROZEN,200,2,N,True
409,SHUT,CLOSED,200,3,N,True
410,CIGAR,TOBACOO,200,1,N,False
411,RECIPE,COOKERY,200,1,N,True
412,BUTTER,SPREADABLE,200,3,N,False
413,ATTACK,OFFENSIVE,200,1,N,True
414,ACTIVITY,EXERCISE,200,1,N,True
415,EYEBALL,OCULAR,200,3,N,True
416,SHOWER,RAIN,200,3,N,True
417,DISCOURAGE,DISSUADE,200,1,N,True
418,RADIO,SIGNAL,200,1,N,True
419,STRAP,BELT,200,1,N,True
420,PLAYING,GAMBLE,200,1,N,True
421,IMPORTANT,SIGNIFICADO,200,1,N,False
422,CAUTION,VIGILANCE,200,2,N,True
423,GRADUATE,FINISH,200,1,N,True
424,SUN,SOL,200,2,N,True
425,ROPE,STRAND,200,5,N,True
426,ROOF,TOPMOST,200,2,N,False
427,BAPTIST,CHRISTIANITY,200,1,N,True
428,CAUTION,CARE,200,3,N,True
429,RECIPE,COOKING INSTRUCTION,200,1,N,False
430,LIGHT,BRIGHT,200,4,N,True
431,INCLINE,GRADIENT,200,2,N,True
432,LEVER,CONTROL,200,2,N,True
433,SECURE,SAFETY,200,3,N,False
434,ROOF,CEILING,200,6,N,True
435,CAUTION,CAREFULNESS,200,7,N,True
436,SOUTHERN,SOUTHERN HEMISPHERE,200,1,N,False
437,GRADUATE,COMMENCE,200,2,N,True
438,PRIM,PRIM AND PROPER,200,3,N,False
439,POLICE,LAW...,200,1,N,False
440,KING,SOVEREIGN,200,2,N,True
441,FREEZE,STAGNATION,200,1,N,True
442,SURFACE,OUTER,200,3,N,True
443,EYEBALL,ORGAN,200,1,N,True
444,ROPE,BIND,200,7,N,True
445,CALIFORNIA,SUNNY,200,2,N,False
446,FLUSH,DISPOSE,200,2,N,True
447,CORPORAL,OFFICER,200,5,N,True
448,BAPTIST,BELIEVER,200,1,N,True
449,EYEBALL,PUPIL,200,2,N,True
450,SURFACE,AREA,200,2,N,True
451,BOIL,COOKING PROCESS,200,1,N,False
452,POPORN,SNACK,2,2,N,False
453,FREQUENT,VISIT OFTEN,200,1,N,False
454,FLOAT,HOVER,200,4,N,True
455,SUN,SOURCE OF LIGHT AND HEAT,200,1,N,False
456,BOIL,COOKING,200,1,N,True
457,PLAYING,GAME,200,2,N,True
458,LEVER,LEVERAGE,200,2,N,True
459,DECORATION,EMBELLISHMENT,200,1,N,True
460,HAUNT,VISIT,200,1,N,True
461,BOND,CONNECT,200,3,N,True
462,EYEBALL,OGLE,200,1,N,True
463,LEVER,MECHANICS,200,2,N,True
464,SURFACE,EXTERNAL,200,3,N,True
465,BOND,RELATIONSHIP,200,1,N,True
466,PRIM,PRIMARILY,200,2,N,False
467,CATERPILLAR,LARVAE,200,2,N,True
468,ROPE,BINDING,200,1,N,True
469,ASSUME,ASSUME,200,2,V,True
470,DANGEROUS,UNSAFE,200,1,N,True
471,PENCIL,WRITING IMPLEMENT,200,2,N,False
472,ROPE,ROPE,200,4,N,True
473,CATERPILLAR,CATERPILLAR,200,1,N,True
474,FRIENDSHIP,COMPANIONSHIP.,200,1,N,False
475,PRIM,POLISHED,200,2,N,True
476,ECONOMY,EFFICIENT,200,1,N,False
477,BRANDY,BEVERAGE,200,1,N,True
478,INSURANCE,PROTECT,200,1,N,False
479,BRANDY,ALCOHOLIC,200,1,N,True
480,BRANDY,LIQUEUR,200,1,N,True
481,ROPE,VERSATILE,200,1,N,False
482,EDGE,SHARPNESS,200,1,N,True
483,BUTTER,NUTRIENTS,200,1,N,True
484,FISHING,SERENITY,200,1,N,True
485,POLICE,SAFETY,200,1,N,True
486,STRANGE,BIZARRE,200,1,N,True
487,BRIEF,BRIEFCASE,200,1,N,True
488,ROPE,STRENGTH,200,1,N,True
489,DENT,FLAW,200,1,N,True
490,FISHING,RELAXING,200,1,N,True
491,ACTIVITY,MOTION,200,2,N,True
492,DISCOURAGE,DEFEAT,200,1,N,True
493,PLAYING,GAMING,200,3,N,True
494,PRIM,BASIC,200,1,N,True
495,ASTEROID,PLANET,200,1,N,True
496,SUN,DAY,200,1,N,True
497,FACTORY,INDUSTRY,200,2,N,True
498,IMAGINATION,WONDER,200,1,V,True
499,BRIEF,BRIEFLY,200,1,N,False
500,ROPE,LIFT,200,1,N,True
501,FIN,LIMB,200,1,N,True
502,GRADUATE,ALUMNI,200,2,N,True
503,ECONOMY,TRADE,200,1,N,True
504,PLAYING,GAMES,200,3,N,True
505,CREW,COLLABORATIVE,200,1,N,False
506,PIGMENT,VIBRANT,200,1,N,False
507,INVENT,INNOVATIVE,200,1,N,False
508,LEVER,EFFECTIVE,200,1,N,False
509,FACTORY,INDUSTRIAL,200,2,N,False
510,DENT,DAMAGED,200,1,N,True
511,IMAGINATION,CREATIVE,200,1,N,False
512,LIVING,VITAL,200,1,N,True
513,SEASON,CHANGING,200,1,N,True
514,PRIM,NEAT,200,1,N,True
515,RURAL,TRANQUIL,200,1,N,False
516,CHEDDAR,CHEESY,200,1,N,False
517,DECORATION,ORNAMENTAL,200,1,N,True
518,FENCE,SECURE,200,1,N,True
519,CORPORAL,DISCIPLINED,200,1,N,True
520,ANXIETY,NERVOUS,200,1,N,False
521,HAUNT,EERIE,200,2,N,False
522,SURFACE,SMOOTH,200,1,N,True
523,EDGE,SHARP,200,1,N,True
524,KING,REGAL,200,2,N,False
525,ANGLE,TILT,200,1,N,True
526,CAUTION,WARN,200,1,N,True
527,MINK,FUR ANIMAL,200,1,N,False
528,PRIM,PRIMED,200,2,N,True
529,STRAP,TETHER,200,1,N,True
530,FIN,SWIMS,200,1,N,True
531,PRIM,PRIMORDIAL,200,1,N,True
532,FLUSH,EVACUATE,200,2,N,True
533,FLUSH,EXPEL,200,2,N,True
534,GRADUATE,OBTAIN DEGREE,200,2,N,False
535,RURAL,COUNTRY,200,1,N,False
536,ROOF,COVER,200,1,N,True
537,LEVER,ADVANTAGE,200,2,N,True
538,HAUNT,HAUNTING,200,1,N,True
539,SEASON,CHANGES,200,1,N,True
540,STRAP,BUCKLE,200,2,N,True
541,CATERPILLAR,CHRYSALIS,200,1,N,True
542,BUTTER,CREAMY,200,2,N,False
543,POLICE,PROTECTION,200,1,N,True
544,EYEBALL,GLANCE,200,1,N,True
545,FIN,MONETARY UNIT,200,1,N,False
546,FLOAT,STAY AFLOAT,200,1,N,False
547,ACTIVITY,ENDEAVOR,200,1,N,True
548,FLUSH,REMOVE WASTE,200,1,N,False
549,ANGLE,VIEWPOINT,200,1,N,True
550,CLERK,CASHIER,200,2,N,True
551,ACTIVITY,TASK,200,1,N,True
552,RECIPE,PROCEDURE,200,1,N,True
553,ASSUME,EXPECT,200,1,V,True
554,RECIPE,DISH,200,3,N,True
555,FLUSH,FLUSH,200,1,N,True
556,CAUTION,BEWARE,200,2,N,True
557,BURIAL,INTER,200,1,N,False
558,FRIENDSHIP,COMPANION.,200,1,N,False
559,ANGLE,DIRECTION,200,1,N,True
560,BULLY,HARASS,200,1,N,True
561,EYEBALL,SPHERICAL,200,1,N,False
562,FLEA,INFESTATION,200,1,N,True
563,RECIPE,CULINARY INSTRUCTIONS,200,1,N,False
564,EYEBALL,VISION ORGAN,200,1,N,False
565,CIGAR,STOGIE,200,1,N,True
566,IMPORTANT,SIGNFICANT,200,1,N,False
567,EYEBALL,GLOBE,200,1,N,True
568,MINK,MAMMAL,200,1,N,True
569,CREW,COLLABORATE,200,1,N,True
570,FIN,FOSSIL,200,1,N,True
571,FIN,FLIPPER,200,1,N,True
572,STRICT,RIGOROOUS,200,1,N,False
573,EYEBALL,OBSERVE,200,1,N,True
574,PRIM,MANNERS,200,1,N,False
575,HAUNT,SPOOK,200,1,N,True
576,CALIFORNIA,SUN,200,1,N,True
577,SUN,DAYLIGHT,200,1,N,True
578,FIN,PERFECTION,200,1,N,True
579,LEVER,EFFICIENCY,200,1,N,True
580,PENCIL,SKETCH,200,1,N,True
581,GRADUATE,SUCCESS,200,1,N,True
582,ROPE,BRAIDED,200,1,N,True
583,INVENT,CREATIVE,200,1,N,False
584,PRIM,FORM,200,1,N,True
585,CATERPILLAR,INSECT,200,2,N,True
586,POLICE,OFFICER,200,1,N,True
587,BAPTIST,CHRISTIAN,200,1,N,True
588,HAUNT,TROUBLE,200,1,N,True
589,CONSIDER,THINK,200,1,N,True
590,SUICIDE,DEATH,200,1,N,True
591,FREEZE,STOP,200,1,N,True
592,RADIO,WIRELESS,200,1,N,True
593,FLUSH,DISCARD,200,1,N,True
594,ANGLE,INCLINE,200,1,N,True
595,STARS,CELESTIAL OBJECTS,200,1,N,False
596,STRANGE,UNKNOWN,200,1,N,True
597,GRADUATE,COMMENCEMENT,200,1,N,True
598,EYEBALL,ORBS,200,1,N,True
599,IMPORTANT,CRITICAL,200,1,N,True
600,FIN,NAUTICAL,200,1,N,False
601,MINK,ANIMAL,200,1,N,True
602,SUN,DAYSTAR,200,1,N,True
603,FLOAT,LEVITATE,200,1,N,True
604,SAVE,RESERVE,200,1,N,True
